"admin2Name","admin2Pcod","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Aderbissinat","NE0101",1981,123.0280976479,121.358350396865,31.9451283326665,0.0522692297131099
"Aderbissinat","NE0101",1982,114.983520825055,121.358350396865,31.9451283326665,-0.19955561002679
"Aderbissinat","NE0101",1983,90.0952455922243,121.358350396865,31.9451283326665,-0.978650155324981
"Aderbissinat","NE0101",1984,53.5660905694416,121.358350396865,31.9451283326665,-2.12214704919811
"Aderbissinat","NE0101",1985,117.776170815475,121.358350396865,31.9451283326665,-0.11213539492112
"Aderbissinat","NE0101",1986,136.616323950836,121.358350396865,31.9451283326665,0.477630685814738
"Aderbissinat","NE0101",1987,83.8036117872122,121.358350396865,31.9451283326665,-1.17560143188562
"Aderbissinat","NE0101",1988,175.999297462294,121.358350396865,31.9451283326665,1.71046259374562
"Aderbissinat","NE0101",1989,123.251052309242,121.358350396865,31.9451283326665,0.0592485305636305
"Aderbissinat","NE0101",1990,76.6557905897395,121.358350396865,31.9451283326665,-1.39935452259283
"Aderbissinat","NE0101",1991,114.364776778879,121.358350396865,31.9451283326665,-0.218924574199773
"Aderbissinat","NE0101",1992,110.488299571713,121.358350396865,31.9451283326665,-0.340272567133081
"Aderbissinat","NE0101",1993,110.151644698744,121.358350396865,31.9451283326665,-0.350811102757762
"Aderbissinat","NE0101",1994,169.399148685135,121.358350396865,31.9451283326665,1.50385366394487
"Aderbissinat","NE0101",1995,93.7517982190464,121.358350396865,31.9451283326665,-0.864186610563354
